0.011523, 5
0.018368, 9
0.023590, 11
0.028433, 12
0.032581, 15
0.036294, 16
0.039643, 18
0.042972, 18
0.046047, 20
0.048904, 21
0.051576, 23
0.054111, 24
0.056571, 25
0.059040, 25
0.061371, 26
0.063651, 27
0.065826, 28
0.067926, 29
0.069936, 31
0.071922, 31
0.073909, 31
0.075876, 31
0.077763, 33
0.079626, 33
0.081433, 34
0.083192, 35
0.084900, 36
0.086574, 37
0.088234, 37
0.089913, 37
0.091564, 37
0.093200, 38
0.094794, 39
0.096355, 40
0.097873, 41
0.099372, 41
0.100843, 42
0.102300, 42
0.103742, 43
0.105213, 42
0.106674, 42
0.108111, 43
0.109511, 44
0.110896, 45
0.112258, 45
0.113610, 46
0.114938, 47
0.116272, 46
0.117577, 47
0.118873, 48
0.120160, 48
0.121451, 48
0.122743, 48
0.124029, 48
0.125292, 49
0.126559, 49
0.127808, 50
0.129047, 50
0.130253, 51
0.131454, 52
0.132641, 52
0.133824, 52
0.134997, 53
0.136189, 52
0.137380, 52
0.138568, 52
0.139736, 53
0.140899, 53
0.142048, 54
0.143193, 54
0.144327, 55
0.145462, 55
0.146588, 55
0.147704, 56
0.148797, 57
0.149889, 57
0.150968, 57
0.152065, 56
0.153157, 57
0.154269, 56
0.155366, 56
0.156459, 57
0.157527, 58
0.158596, 58
0.159651, 59
0.160710, 59
0.161756, 59
0.162810, 59
0.163851, 60
0.164887, 60
0.165904, 61
0.166921, 61
0.167938, 61
0.168969, 60
0.170000, 60
0.171040, 60
0.172067, 60
0.173088, 61
0.174095, 62
0.175098, 62
0.176091, 62
0.177089, 62
0.178073, 63
0.179066, 62
0.180050, 63
0.181029, 63
0.181994, 64
0.182959, 64
0.183924, 64
0.184898, 64
0.185877, 63
0.186865, 63
0.187839, 64
0.188814, 64
0.189769, 65
0.190725, 65
0.191671, 66
0.192621, 65
0.193563, 66
0.194513, 65
0.195454, 66
0.196391, 66
0.197313, 67
0.198235, 67
0.199153, 68
0.200085, 67
0.201012, 67
0.201958, 66
0.202894, 66
0.203826, 67
0.204743, 68
0.205661, 68
0.206569, 68
0.207486, 68
0.208390, 69
0.209307, 68
0.210211, 69
0.211114, 69
0.212003, 70
0.212892, 70
0.213776, 70
0.214661, 70
0.215550, 70
0.216454, 69
0.217352, 69
0.218256, 69
0.219145, 70
0.220034, 70
0.220918, 70
0.221808, 70
0.222687, 71
0.223572, 70
0.224451, 71
0.225331, 71
0.226196, 72
0.227062, 72
0.227918, 73
0.228783, 72
0.229640, 72
0.230505, 72
0.231366, 72
0.232231, 72
0.233092, 72
