0.02406, 5
0.03465, 34
0.05237, 21
0.07172, 25
0.09302, 28
0.08288, 31
0.10614, 34
0.13020, 35
0.12183, 38
0.14677, 39
0.13915, 42
0.13197, 43
0.15763, 45
0.15091, 46
0.17697, 46
0.17055, 49
0.16424, 48
0.19078, 51
0.18478, 52
0.21153, 51
0.20568, 54
0.19996, 54
0.22698, 54
0.22139, 56
0.21590, 56
0.24314, 57
0.23778, 59
0.23247, 57
0.25988, 59
0.25468, 60
0.24954, 60
0.27710, 60
0.27204, 62
0.26705, 62
0.29474, 62
0.28979, 63
0.28493, 64
0.27998, 62
0.30789, 65
0.30312, 66
0.29831, 64
0.32627, 65
0.32157, 67
0.31688, 65
0.31214, 66
0.34023, 67
0.33565, 68
0.33099, 66
0.35913, 68
0.35461, 69
0.35006, 68
0.34546, 68
0.37371, 70
0.36925, 69
0.36474, 68
0.39300, 70
0.38859, 70
0.38419, 70
0.37970, 70
0.40805, 70
0.40371, 72
0.39931, 70
0.39490, 71
0.42332, 72
0.41901, 72
0.41465, 71
0.41029, 72
0.43878, 72
0.43451, 72
0.43015, 71
0.45864, 73
0.45441, 74
0.45015, 72
0.44585, 73
0.47437, 74
0.47019, 73
0.46595, 73
0.46168, 73
0.49027, 75
0.48610, 74
0.48186, 73
0.47765, 74
0.50625, 75
0.50211, 74
0.49789, 74
0.49370, 75
0.52236, 75
0.51822, 75
0.51403, 74
0.50989, 75
0.53856, 77
0.53445, 75
0.53028, 75
0.52616, 76
0.55487, 77
0.55076, 75
0.54661, 75
0.54253, 76
0.57125, 77
0.56716, 75
0.56304, 76
0.55897, 77
0.58772, 77
0.58363, 76
0.57953, 76
0.57549, 77
0.60424, 77
0.60018, 75
0.59609, 77
0.59205, 77
0.62084, 77
0.61678, 76
0.61271, 76
0.60871, 78
0.63749, 78
0.63345, 76
0.62941, 78
0.62540, 78
0.65421, 78
0.65018, 77
0.64613, 77
0.64216, 79
0.67096, 78
0.66695, 76
0.66293, 78
0.65895, 79
0.68778, 79
0.68377, 77
0.67975, 78
0.67579, 79
0.67185, 79
0.70063, 77
0.69663, 79
0.69266, 79
0.68875, 79
0.71753, 78
0.71353, 78
0.70959, 79
0.70567, 80
0.73447, 77
0.73048, 79
0.72653, 79
0.72263, 79
0.75144, 78
0.74745, 78
0.74352, 80
0.73961, 80
0.76843, 77
0.76445, 79
0.76051, 79
0.75663, 80
0.78545, 78
0.78148, 78
0.77756, 80
0.77366, 80
0.80250, 78
0.79854, 79
0.79460, 79
0.79073, 80
0.78681, 79
0.81560, 78
0.81169, 80
0.80780, 81
0.80389, 78
0.83270, 79
0.82877, 79
0.82489, 80
0.82099, 79
0.84980, 78
0.84589, 80
0.84200, 81
0.83811, 79
0.86694, 79
0.86300, 79
0.85913, 81
0.85525, 80
0.88408, 79
0.88015, 80
0.87627, 81
0.87240, 80
0.86848, 79
0.89731, 79
0.89343, 80
0.88957, 80
0.88564, 78
0.91448, 80
0.91059, 81
0.90674, 80
0.90283, 79
0.93166, 80
0.92778, 80
0.92391, 80
0.92001, 79
0.94885, 80
0.94496, 80
0.94111, 80
0.93722, 80
0.96604, 79
0.96215, 80
0.95829, 80
0.95441, 79
0.95048, 79
0.97934, 80
0.97550, 80
0.97163, 80
0.96769, 79
0.99657, 80
0.99271, 81
0.98884, 80
0.98493, 80
1.01378, 80
1.00993, 80
1.00608, 81
1.00215, 79
1.03101, 80
1.02715, 80
1.02330, 80
1.01939, 79
1.04824, 80
1.04438, 80
1.04054, 81
1.03663, 79
1.03273, 80
1.06162, 81
1.05778, 80
1.05390, 80
1.04997, 80
1.07887, 80
1.07503, 81
1.07114, 79
1.06723, 80
1.09611, 80
1.09228, 81
1.08842, 80
1.08449, 80
1.11338, 80
